timestamp,gas_fee,trading_volume
2024-12-04 01:04:39.209876,24.711688156,
2024-12-04 00:04:40.073489,24.711688156,
2024-12-03 23:04:40.926686,24.711688156,
2024-12-03 22:04:41.778360,24.711688156,
2024-12-03 21:04:42.586741,24.711688156,
2024-12-03 20:04:43.398623,24.711688156,
2024-12-03 19:04:44.243994,24.711688156,
2024-12-03 18:04:45.064405,24.711688156,
2024-12-03 17:04:45.872921,24.711688156,
2024-12-03 16:04:46.755827,24.593813963,
2024-12-03 15:04:47.587838,24.593813963,
2024-12-04 14:04:48.433606,24.593813963,
2024-12-04 13:04:49.248167,24.593813963,
2024-12-04 12:04:50.072016,24.593813963,
2024-12-04 11:04:50.927456,24.593813963,
2024-12-04 10:04:51.776199,24.593813963,
2024-12-04 09:04:52.651531,24.593813963,
2024-12-04 08:04:53.497187,24.593813963,
2024-12-04 07:04:54.387011,24.593813963,
2024-12-04 06:04:55.244941,24.593813963,
2024-12-04 05:04:56.085282,24.593813963,
2024-12-04 04:04:56.934997,25.68554734,
2024-12-04 03:04:57.755804,25.68554734,
2024-12-04 02:04:58.622792,25.68554734,
2024-12-04 01:04:59.463407,25.68554734,
2024-12-04 00:05:00.306275,25.68554734,
2024-12-03 23:05:01.149795,25.68554734,
2024-12-03 22:05:02.003895,25.68554734,
2024-12-03 21:05:02.878172,25.68554734,
2024-12-03 20:05:03.720712,25.68554734,
2024-12-03 19:05:04.569140,25.68554734,
2024-12-03 18:05:05.426654,25.68554734,
2024-12-03 17:05:06.276445,25.68554734,
2024-12-03 16:05:07.122016,26.164490449,
2024-12-03 15:05:08.004484,26.164490449,
2024-12-04 14:05:09.877159,26.164490449,
2024-12-04 13:05:10.708888,26.164490449,
2024-12-04 12:05:11.567751,24.302092526,
2024-12-04 11:05:31.952883,24.302092526,
2024-12-04 10:05:32.836105,24.302092526,
2024-12-04 09:05:33.662267,24.302092526,
2024-12-04 08:05:34.509667,24.302092526,
2024-12-04 07:05:35.378550,24.302092526,
2024-12-04 06:05:36.212071,24.302092526,
2024-12-04 05:05:37.065181,24.302092526,
2024-12-04 04:05:37.945015,24.302092526,
2024-12-04 03:05:38.768950,24.302092526,
2024-12-04 02:05:39.628514,24.302092526,
2024-12-04 01:05:40.477219,24.302092526,
2024-12-04 00:05:41.366013,24.302092526,
2024-12-03 23:05:42.186504,24.302092526,
2024-12-03 22:05:43.023772,24.302092526,
2024-12-03 21:05:43.894682,24.302092526,
2024-12-03 20:05:44.726547,24.302092526,
2024-12-03 19:05:45.609994,24.302092526,
2024-12-03 18:05:46.460554,24.302092526,
2024-12-03 17:05:47.322264,24.743698318,
2024-12-03 16:05:48.165539,24.743698318,
2024-12-03 15:05:49.011948,24.743698318,
2024-12-04 14:05:49.867175,24.743698318,
2024-12-04 13:05:50.713382,24.743698318,
2024-12-04 12:05:51.590171,24.743698318,
2024-12-04 11:05:52.433516,24.743698318,
2024-12-04 10:05:53.297281,24.743698318,
2024-12-04 09:05:54.138977,24.743698318,
2024-12-04 08:05:54.995761,24.743698318,
2024-12-04 07:05:55.844874,24.743698318,
2024-12-04 06:05:56.708994,24.743698318,
2024-12-04 05:05:57.544819,25.669248205,
2024-12-04 04:05:58.392457,25.669248205,
2024-12-04 03:05:59.225319,25.669248205,
2024-12-04 02:06:00.053286,25.669248205,
2024-12-04 01:06:00.908860,25.669248205,
2024-12-04 00:06:01.755310,25.669248205,
2024-12-03 23:06:02.612914,25.669248205,
2024-12-03 22:06:03.504412,25.669248205,
2024-12-03 21:06:04.328932,25.669248205,
2024-12-03 20:06:05.174098,25.669248205,
2024-12-03 19:06:06.025635,25.669248205,
2024-12-03 18:06:06.862386,25.669248205,
2024-12-03 17:06:07.744058,25.03262978,
2024-12-03 16:06:08.565068,25.03262978,
2024-12-03 15:06:09.414580,25.03262978,
2024-12-04 14:06:10.269826,25.03262978,
2024-12-04 13:06:11.160553,25.03262978,
2024-12-04 12:06:12.009655,25.03262978,
2024-12-04 11:06:12.873704,25.03262978,
2024-12-04 10:06:13.714936,25.03262978,
2024-12-04 09:06:15.593655,25.03262978,
2024-12-04 08:06:16.448953,25.03262978,
2024-12-04 07:06:17.313331,25.03262978,
2024-12-04 06:06:18.154801,24.820262019,
2024-12-04 05:06:19.092467,24.820262019,
2024-12-04 04:06:19.953065,24.820262019,
2024-12-04 03:06:20.786163,24.820262019,
2024-12-04 02:06:21.634837,24.820262019,
2024-12-04 01:06:22.470181,24.820262019,
2024-12-04 00:06:23.305713,24.820262019,
2024-12-03 23:06:24.149054,24.820262019,
2024-12-03 22:06:24.976447,24.820262019,
2024-12-03 21:06:25.788870,24.820262019,
2024-12-03 20:06:26.611052,24.820262019,
2024-12-03 19:06:27.458600,24.820262019,
2024-12-03 18:06:28.338448,24.63195567,
2024-12-03 17:06:29.182026,24.63195567,
2024-12-03 16:06:30.040156,24.63195567,
2024-12-03 15:06:30.856741,24.63195567,
2024-12-04 14:06:31.714822,24.63195567,
2024-12-04 13:06:32.559602,24.63195567,
2024-12-04 12:06:33.401262,24.63195567,
2024-12-04 11:06:34.253017,24.63195567,
2024-12-04 10:06:35.075085,24.63195567,
2024-12-04 09:06:35.907264,24.63195567,
2024-12-04 08:06:36.751922,24.63195567,
2024-12-04 07:06:37.586600,24.63195567,
2024-12-04 06:06:38.412104,25.549040923,
2024-12-04 05:06:39.270988,25.549040923,
2024-12-04 04:06:40.127695,25.549040923,
2024-12-04 03:06:40.969967,25.549040923,
2024-12-04 02:06:41.840061,25.549040923,
2024-12-04 01:06:42.655371,25.549040923,
2024-12-04 00:06:43.550523,25.549040923,
2024-12-03 23:06:44.396994,25.549040923,
2024-12-03 22:06:45.249664,25.549040923,
2024-12-03 21:06:46.099047,25.549040923,
2024-12-03 20:06:46.986193,25.549040923,
2024-12-03 19:06:47.830089,23.384677698,
2024-12-03 18:06:48.688332,23.384677698,
2024-12-03 17:06:49.578107,23.384677698,
2024-12-03 16:06:50.469141,23.384677698,
2024-12-03 15:06:51.312821,23.384677698,
2024-12-04 14:06:52.141038,23.384677698,
2024-12-04 13:06:52.972189,23.384677698,
2024-12-04 12:06:53.795741,23.384677698,
2024-12-04 11:06:54.611333,23.384677698,
2024-12-04 10:06:55.462760,23.384677698,
2024-12-04 09:06:56.280986,23.384677698,
2024-12-04 08:06:57.141090,23.384677698,
2024-12-04 07:06:57.988681,23.384677698,
2024-12-04 06:06:58.880890,23.384677698,
2024-12-04 05:06:59.723761,23.384677698,
2024-12-04 04:07:00.584607,23.384677698,
2024-12-04 03:07:01.393681,23.384677698,
2024-12-04 02:07:02.242808,23.384677698,
2024-12-04 01:07:03.089285,23.384677698,
2024-12-04 00:07:03.948027,23.384677698,
2024-12-03 23:07:04.823382,23.384677698,
2024-12-03 22:07:05.675628,23.384677698,
2024-12-03 21:07:06.487396,23.384677698,
2024-12-03 20:07:07.317691,23.384677698,
2024-12-03 19:07:08.199691,23.384677698,
2024-12-03 18:07:09.032019,20.6682231,
2024-12-03 17:07:09.877747,20.6682231,
2024-12-03 16:07:10.700130,20.6682231,
2024-12-03 15:07:11.538756,20.6682231,
2024-12-04 14:07:12.396893,20.6682231,
2024-12-04 13:07:13.281911,20.6682231,
2024-12-04 12:07:14.132249,20.6682231,
2024-12-04 11:07:14.994540,20.6682231,
2024-12-04 10:07:15.831731,23.247632121,
2024-12-04 09:07:19.746390,23.247632121,
2024-12-04 08:07:20.594603,23.247632121,
2024-12-04 07:07:21.413983,23.247632121,
2024-12-04 06:07:22.265472,23.247632121,
2024-12-04 05:07:23.134974,23.247632121,
2024-12-04 04:07:23.996240,23.247632121,
2024-12-04 03:07:24.828295,23.247632121,
2024-12-04 02:07:25.715312,23.247632121,
2024-12-04 01:07:26.549264,23.247632121,
2024-12-04 00:07:27.411630,23.247632121,
2024-12-03 23:07:29.256595,26.065139838,
2024-12-03 22:07:30.110199,26.065139838,
2024-12-03 21:07:31.962117,26.065139838,
2024-12-03 20:07:32.806255,26.065139838,
2024-12-03 19:07:33.649575,26.065139838,
2024-12-03 18:07:34.508823,26.065139838,
2024-12-03 17:07:35.342277,26.065139838,
2024-12-03 16:07:36.165465,26.065139838,
2024-12-03 15:07:37.030314,26.065139838,
2024-12-04 14:07:37.887790,25.81126582,
2024-12-04 13:07:49.316908,25.555733132,
2024-12-04 12:07:51.481245,25.555733132,
2024-12-04 11:07:52.296408,25.555733132,
2024-12-04 10:07:53.149513,25.555733132,
2024-12-04 09:07:53.999732,25.555733132,
2024-12-04 08:07:54.818185,25.555733132,
2024-12-04 07:07:55.668702,25.555733132,
2024-12-04 06:07:56.558542,25.555733132,
2024-12-04 05:07:57.410908,25.555733132,
2024-12-04 04:07:58.263871,25.555733132,
2024-12-04 03:07:59.125417,25.555733132,
2024-12-04 02:07:59.972828,25.555733132,
2024-12-04 01:08:00.817086,25.555733132,
2024-12-04 00:08:01.673739,25.555733132,
2024-12-03 23:08:02.526246,25.555733132,
2024-12-03 22:08:03.362298,25.555733132,
2024-12-03 21:08:04.223401,25.555733132,
2024-12-03 20:08:05.110345,25.555733132,
2024-12-03 19:08:06.000830,25.555733132,
2024-12-03 18:08:06.853522,25.555733132,
2024-12-03 17:08:07.691000,25.555733132,
2024-12-03 16:08:08.521877,25.555733132,
2024-12-03 15:08:09.405266,28.036918925,
2024-12-04 14:08:10.268226,28.036918925,
2024-12-04 13:08:11.114329,28.036918925,
2024-12-04 12:08:11.961250,28.036918925,
2024-12-04 11:08:12.785507,28.036918925,
2024-12-04 10:08:13.631602,28.036918925,
2024-12-04 09:08:14.478971,28.036918925,
2024-12-04 08:08:15.336285,30.233021961,
2024-12-04 07:08:31.360832,30.233021961,
2024-12-04 06:08:32.210902,30.233021961,
2024-12-04 05:08:33.059882,30.233021961,
2024-12-04 04:08:33.925982,30.233021961,
2024-12-04 03:08:34.787150,30.233021961,
2024-12-04 02:08:35.625594,30.233021961,
2024-12-04 01:08:36.449006,30.233021961,
2024-12-04 00:08:37.289142,30.233021961,
2024-12-03 23:08:38.147300,30.233021961,
2024-12-03 22:08:38.971533,30.233021961,
2024-12-03 21:08:39.833468,29.479310208,
2024-12-03 20:08:41.749786,29.479310208,
2024-12-03 19:08:42.623789,29.479310208,
2024-12-03 18:08:43.461669,29.479310208,
2024-12-03 17:08:44.303595,29.479310208,
2024-12-03 16:08:45.151608,29.479310208,
2024-12-03 15:08:45.999379,29.479310208,
2024-12-04 14:08:46.842667,29.479310208,
2024-12-04 13:08:47.735684,29.479310208,
2024-12-04 12:08:48.599046,29.479310208,
2024-12-04 11:08:49.457457,28.987205287,
2024-12-04 10:08:50.295818,28.987205287,
2024-12-04 09:08:51.163543,28.987205287,
2024-12-04 08:08:51.998082,28.987205287,
2024-12-04 07:08:52.848446,28.987205287,
2024-12-04 06:08:53.706149,28.987205287,
2024-12-04 05:08:55.562962,28.987205287,
2024-12-04 04:08:56.411048,28.987205287,
2024-12-04 03:08:57.262015,28.987205287,
2024-12-04 02:08:58.099338,28.987205287,
2024-12-04 01:08:58.932722,28.987205287,
2024-12-04 00:08:59.754537,28.987205287,
2024-12-03 23:09:00.598994,28.987205287,
2024-12-03 22:09:01.417354,28.987205287,
2024-12-03 21:09:02.249321,28.987205287,
2024-12-03 20:09:03.064177,28.987205287,
2024-12-03 19:09:03.887897,28.987205287,
2024-12-03 18:09:04.705064,28.987205287,
2024-12-03 17:09:05.531816,28.987205287,
2024-12-03 16:09:06.383800,28.987205287,
2024-12-03 15:09:07.263254,28.987205287,
2024-12-04 14:09:08.102106,28.987205287,
2024-12-04 13:09:08.950404,28.987205287,
2024-12-04 12:09:09.795049,32.119486187,
2024-12-04 11:09:10.684508,32.119486187,
2024-12-04 10:09:11.539251,32.119486187,
2024-12-04 09:09:12.398082,32.119486187,
2024-12-04 08:09:13.293938,32.119486187,
2024-12-04 07:09:14.145656,32.119486187,
2024-12-04 06:09:15.035252,32.119486187,
2024-12-04 05:09:15.889476,32.119486187,
2024-12-04 04:09:16.768615,32.886873059,
2024-12-04 03:09:32.756848,32.886873059,
2024-12-04 02:09:36.668389,32.886873059,
2024-12-04 01:09:37.508193,32.886873059,
2024-12-04 00:09:39.376075,32.886873059,
2024-12-03 23:09:40.215142,34.284108285,
2024-12-03 22:09:41.099003,34.284108285,
2024-12-03 21:09:41.967722,34.284108285,
2024-12-03 20:09:42.789909,34.284108285,
2024-12-03 19:09:43.638673,34.284108285,
2024-12-03 18:09:44.521492,34.284108285,
2024-12-03 17:09:45.357289,34.284108285,
2024-12-03 16:09:46.202076,34.284108285,
2024-12-03 15:09:47.051114,34.284108285,
2024-12-04 14:09:47.920647,34.284108285,
2024-12-04 13:09:48.809775,34.284108285,
2024-12-04 12:09:49.663263,34.284108285,
2024-12-04 11:09:50.496368,36.497503681,
2024-12-04 10:09:52.220688,36.497503681,
2024-12-04 09:09:53.067491,36.497503681,
2024-12-04 08:09:53.953178,36.497503681,
2024-12-04 07:09:54.820227,36.497503681,
2024-12-04 06:09:55.644630,36.497503681,
2024-12-04 05:09:56.502288,36.497503681,
2024-12-04 04:09:57.383849,36.497503681,
2024-12-04 03:09:58.215607,36.497503681,
2024-12-04 02:09:59.048618,36.497503681,
2024-12-04 01:09:59.884170,36.497503681,
2024-12-04 00:10:00.762697,36.497503681,
2024-12-03 23:10:01.655412,36.497503681,
2024-12-03 22:10:02.495519,36.497503681,
2024-12-03 21:10:03.346862,36.497503681,
2024-12-03 20:10:04.192963,36.497503681,
2024-12-03 19:10:05.032324,36.497503681,
2024-12-03 18:10:05.883339,36.497503681,
2024-12-03 17:10:06.724407,36.497503681,
2024-12-03 16:10:07.546788,36.497503681,
2024-12-03 15:10:08.402192,36.497503681,
2024-12-04 14:10:09.232678,36.497503681,
2024-12-04 13:10:10.047106,36.497503681,
2024-12-04 12:10:10.885193,34.741926177,
2024-12-04 11:10:11.742789,34.741926177,
2024-12-04 10:10:12.554558,34.741926177,
2024-12-04 09:10:13.371718,34.741926177,
2024-12-04 08:10:17.266190,37.494101414,
2024-12-04 07:10:55.024702,37.494101414,
2024-12-04 06:10:55.876695,37.494101414,
2024-12-04 05:10:56.726808,37.494101414,
2024-12-04 04:10:58.634355,37.494101414,
2024-12-04 03:10:59.495156,39.921796782,
2024-12-04 02:11:01.367440,39.921796782,
2024-12-04 01:11:02.251137,39.921796782,
2024-12-04 00:11:03.136563,39.921796782,
2024-12-03 23:11:03.976449,39.921796782,
2024-12-03 22:11:04.864507,39.921796782,
2024-12-03 21:11:05.721477,39.921796782,
2024-12-03 20:11:06.553105,39.921796782,
2024-12-03 19:11:07.416360,39.921796782,
2024-12-03 18:11:08.280796,39.921796782,
2024-12-03 17:11:09.123333,39.921796782,
2024-12-03 16:11:09.977649,39.921796782,
2024-12-03 15:11:10.820124,39.921796782,
2024-12-04 14:11:11.659895,39.921796782,
2024-12-04 13:11:12.546793,39.921796782,
2024-12-04 12:11:13.391592,39.921796782,
2024-12-04 11:11:14.232691,39.921796782,
2024-12-04 10:11:15.052386,39.921796782,
2024-12-04 09:11:15.938188,39.921796782,
2024-12-04 08:11:16.778194,39.921796782,
2024-12-04 07:11:17.598481,39.921796782,
2024-12-04 06:11:18.449798,39.921796782,
2024-12-04 05:11:19.266314,39.921796782,
2024-12-04 04:11:20.115601,39.921796782,
2024-12-04 03:11:20.956791,37.399413798,
2024-12-04 02:11:21.817285,37.399413798,
2024-12-04 01:11:22.674265,37.399413798,
2024-12-04 00:11:23.562396,37.399413798,
2024-12-03 23:11:24.448079,37.399413798,
2024-12-03 22:11:25.320568,37.399413798,
2024-12-03 21:11:26.143033,37.399413798,
2024-12-03 20:11:26.994983,37.399413798,
2024-12-03 19:11:27.853804,37.399413798,
2024-12-03 18:11:28.685814,37.399413798,
2024-12-03 17:11:29.516709,37.399413798,
2024-12-03 16:11:30.347099,37.399413798,
2024-12-03 15:11:31.177335,38.345965246,
2024-12-04 14:11:52.373496,38.345965246,
2024-12-04 13:11:53.226257,38.345965246,
2024-12-04 12:11:54.073100,38.345965246,
2024-12-04 11:11:54.953060,38.345965246,
2024-12-04 10:11:55.807772,38.345965246,
2024-12-04 09:11:57.686589,38.345965246,
2024-12-04 08:11:58.534130,38.345965246,
2024-12-04 07:11:59.380355,38.345965246,
2024-12-04 06:12:00.250026,38.345965246,
2024-12-04 05:12:01.103673,38.345965246,
2024-12-04 04:12:01.954725,41.504311813,
2024-12-04 03:12:02.818707,41.504311813,
2024-12-04 02:12:03.680661,41.504311813,
2024-12-04 01:12:04.534246,41.504311813,
2024-12-04 00:12:05.378604,41.504311813,
2024-12-03 23:12:06.254867,41.504311813,
2024-12-03 22:12:07.135876,41.504311813,
2024-12-03 21:12:07.990298,41.504311813,
2024-12-03 20:12:08.841692,41.504311813,
2024-12-03 19:12:09.697285,41.504311813,
2024-12-03 18:12:10.582302,41.504311813,
2024-12-03 17:12:11.437588,41.504311813,
2024-12-03 16:12:12.330966,41.504311813,
2024-12-03 15:12:13.206847,41.504311813,
2024-12-04 14:12:14.062317,41.504311813,
2024-12-04 13:12:14.947561,41.504311813,
2024-12-04 12:12:15.795129,41.504311813,
2024-12-04 11:12:16.643777,41.504311813,
2024-12-04 10:12:17.506870,41.504311813,
2024-12-04 09:12:18.346237,41.504311813,
2024-12-04 08:12:19.199413,41.504311813,
2024-12-04 07:12:20.029872,41.504311813,
2024-12-04 06:12:20.921086,41.504311813,
2024-12-04 05:12:21.810772,40.503423281,
2024-12-04 04:12:22.671315,40.503423281,
2024-12-04 03:12:23.512882,40.503423281,
2024-12-04 02:12:24.358948,40.503423281,
2024-12-04 01:12:28.321772,40.503423281,
2024-12-04 00:12:29.180229,40.503423281,
2024-12-03 23:12:30.017414,40.503423281,
2024-12-03 22:12:30.894756,40.503423281,
2024-12-03 21:12:31.739274,38.709436725,
2024-12-03 20:12:32.621893,38.709436725,
2024-12-03 19:12:33.513789,38.709436725,
2024-12-03 18:12:34.345452,38.709436725,
2024-12-03 17:12:35.177035,38.709436725,
2024-12-03 16:12:36.011826,38.709436725,
2024-12-03 15:12:36.827211,38.709436725,
2024-12-04 14:12:37.673329,38.709436725,
2024-12-04 13:12:38.507005,38.709436725,
2024-12-04 12:12:39.332375,38.709436725,
2024-12-04 11:12:40.157221,38.709436725,
2024-12-04 10:12:41.015997,38.709436725,
2024-12-04 09:12:41.907963,43.235597189,
2024-12-04 08:12:42.742977,43.235597189,
2024-12-04 07:12:43.554510,43.235597189,
2024-12-04 06:12:44.409217,43.235597189,
2024-12-04 05:12:45.226257,43.235597189,
2024-12-04 04:12:46.070224,43.235597189,
2024-12-04 03:12:46.911405,43.235597189,
2024-12-04 02:12:47.743211,43.235597189,
2024-12-04 01:12:48.590209,43.235597189,
2024-12-04 00:12:49.431401,43.235597189,
2024-12-03 23:12:50.276813,43.235597189,
2024-12-03 22:12:51.113071,43.235597189,
2024-12-03 21:12:52.002825,41.701658211,
2024-12-03 20:12:52.890470,41.701658211,
2024-12-03 19:12:53.738320,41.701658211,
2024-12-03 18:12:54.613992,41.701658211,
2024-12-03 17:12:55.468053,41.701658211,
2024-12-03 16:12:56.308747,41.701658211,
2024-12-03 15:12:57.164931,41.701658211,
2024-12-04 14:12:58.019996,41.701658211,
2024-12-04 13:12:58.861443,41.701658211,
2024-12-04 12:12:59.711675,41.701658211,
2024-12-04 11:13:00.579015,41.701658211,
2024-12-04 10:13:01.410198,41.701658211,
2024-12-04 09:13:02.257506,44.041324372,
2024-12-04 08:13:03.132951,44.041324372,
2024-12-04 07:13:04.023382,44.041324372,
2024-12-04 06:13:04.870388,44.041324372,
2024-12-04 05:13:05.706355,44.041324372,
2024-12-04 04:13:06.563603,44.041324372,
2024-12-04 03:13:07.409399,44.041324372,
2024-12-04 02:13:08.279363,44.041324372,
2024-12-04 01:13:09.134022,44.041324372,
2024-12-04 00:13:09.989036,44.041324372,
2024-12-03 23:13:10.826126,44.041324372,
2024-12-03 22:13:11.659838,44.041324372,
2024-12-03 21:13:12.510491,44.041324372,
2024-12-03 20:13:13.366343,44.041324372,
2024-12-03 19:13:14.210631,44.041324372,
2024-12-03 18:13:15.054491,44.041324372,
2024-12-03 17:13:15.902990,44.041324372,
2024-12-03 16:13:16.782628,44.041324372,
2024-12-03 15:13:17.597800,44.041324372,
2024-12-04 14:13:18.427192,44.041324372,
2024-12-04 13:13:19.267970,44.041324372,
2024-12-04 12:13:20.096136,44.041324372,
2024-12-04 11:13:20.933335,44.041324372,
2024-12-04 10:13:21.780389,44.041324372,
2024-12-04 09:13:22.619543,43.62946273,
2024-12-04 08:13:23.510915,43.62946273,
2024-12-04 07:13:24.392393,43.62946273,
2024-12-04 06:13:25.246132,43.62946273,
2024-12-04 05:13:26.108004,43.62946273,
2024-12-04 04:13:26.960872,43.62946273,
2024-12-04 03:13:27.855028,43.62946273,
2024-12-04 02:13:28.730116,43.62946273,
2024-12-04 01:13:30.618501,43.62946273,
2024-12-04 00:13:31.472974,43.62946273,
2024-12-03 23:13:32.318062,39.702959305,
2024-12-03 22:13:33.157843,39.702959305,
2024-12-03 21:13:35.024760,39.702959305,
2024-12-03 20:13:35.880469,39.702959305,
2024-12-03 19:13:36.724001,39.702959305,
2024-12-03 18:13:37.578548,39.702959305,
2024-12-03 17:13:40.493569,39.702959305,
2024-12-03 16:13:41.381399,39.702959305,
2024-12-03 15:13:42.232570,37.696923394,
2024-12-04 14:13:43.122818,37.696923394,
2024-12-04 13:13:44.009168,37.696923394,
2024-12-04 12:13:44.833190,37.696923394,
2024-12-04 11:13:46.740955,37.696923394,
2024-12-04 10:13:47.586622,37.696923394,
2024-12-04 09:13:48.423575,37.696923394,
2024-12-04 08:13:49.268512,37.696923394,
2024-12-04 07:13:50.104635,37.696923394,
2024-12-04 06:13:50.943456,37.696923394,
2024-12-04 05:13:51.825698,37.696923394,
2024-12-04 04:13:52.671814,37.696923394,
2024-12-04 03:13:53.529304,37.696923394,
2024-12-04 02:13:54.411255,37.696923394,
2024-12-04 01:13:55.300987,37.696923394,
2024-12-04 00:13:56.139338,37.696923394,
2024-12-03 23:13:56.976992,37.696923394,
2024-12-03 22:13:57.787276,37.696923394,
2024-12-03 21:13:58.620382,37.696923394,
2024-12-03 20:13:59.446533,37.696923394,
2024-12-03 19:14:00.281349,37.696923394,
2024-12-03 18:14:01.128961,37.696923394,
2024-12-03 17:14:02.023200,37.696923394,
2024-12-03 16:14:02.873279,37.696923394,
2024-12-03 15:14:03.738734,37.696923394,
2024-12-04 14:14:04.604108,37.696923394,
2024-12-04 13:14:05.447818,37.696923394,
2024-12-04 12:14:06.302214,37.696923394,
2024-12-04 11:14:07.190026,37.696923394,
2024-12-04 10:14:08.034958,37.696923394,
2024-12-04 09:14:08.877001,37.696923394,
2024-12-04 08:14:09.724727,37.696923394,
